TF,DF,Word
2,2,fulfil
4,3,miniclust
8,6,exceed
3,3,fail_container_cleanup
4,4,deal
6,5,interv
2,2,re-wir
2,2,begin
3,3,percentag
11,4,pariti
3,2,intern
2,2,export
3,2,io.sort.mb
3,2,yarnchild
4,3,inputsplit
3,2,freez
2,2,scale
4,2,leaf
2,2,culprit
2,2,keystor
12,10,leak
15,14,avoid
5,4,appmast
2,2,usernam
2,2,substitut
28,20,tracker
37,30,exit
3,2,inject
49,35,condit
3,2,combinefilerecordread
4,4,reproduc
3,3,refer
5,4,machin
6,5,core
4,4,investig
7,5,compress
2,2,garbag
19,9,symlink
2,2,broken
13,12,host
6,6,display
2,2,peer
12,9,applicationmast
3,2,fsck
52,46,throw
5,3,decompressor
2,2,simpler
2,2,socket
4,4,yarn-site.xml
43,25,memori
2,2,inmemorymapoutput
2,2,simul
2,2,constructor
16,7,commit
3,3,nullpointerexception
48,22,block
3,3,taskheartbeathandl
5,5,encount
3,2,visit
3,3,unregist
21,13,phase
7,6,yarn-
3,2,wrap
16,12,merg
5,5,compon
4,3,preemption
17,15,support
2,2,overwrit
24,16,custom
70,54,start
3,3,reli
3,2,starv
14,10,shufflehandl
8,7,includ
8,7,lot
21,13,submiss
31,27,function
3,3,handler
2,2,eventhandl
2,2,type-convert
12,12,translat
15,11,heap
2,2,bug
32,16,count
3,3,possibl
35,26,default
2,2,caller
2,2,troubl
4,2,testmrjob
6,5,record
28,20,limit
30,25,problem
13,10,deadlock
3,3,emit
13,13,expect
3,3,uber
5,5,featur
67,43,creat
3,2,hardcod
4,3,flush
14,13,exist
155,88,file
3,2,rackresolv
34,25,check
15,8,distcp
6,6,incorrect
6,6,detail
4,2,refactor
5,5,field
12,11,cleanup
3,3,lookup
12,10,branch
48,33,test
149,91,node
4,4,job.xml
4,3,taskjvm.sh
4,4,benchmark
27,18,stay
15,10,stag
15,7,pool
170,90,reduc
3,3,algorithm
57,35,directori
3,3,descript
2,2,portion
14,12,ignor
3,3,potenti
80,61,time
2,2,backward
