TF,DF,Word
3,2,commutativerowindex
8,4,drain
2,2,down
4,3,pair
3,2,guard
2,2,doesnt
2,2,perpetu
3,3,wrap
2,2,describeownership
6,5,bulkload
4,2,durabl
9,6,merg
5,4,jdbc
8,6,prepar
7,6,transfer
42,37,support
2,2,question
3,3,tokenmetadata
2,2,fast
32,25,custom
2,2,avail
8,8,storageproxi
6,6,reli
15,11,trigger
23,20,includ
5,3,columnfamilyinputformat
4,3,forward
12,9,:
10,10,function
4,2,ghost
2,2,scale
5,5,forc
4,4,idea
14,9,skip
4,4,gain
3,3,atom
4,3,overflow
6,6,bug
2,2,driftx
16,14,info
4,4,pull
20,11,consist
3,3,possibl
64,50,default
6,6,wish
8,4,bucket
6,5,maximum
3,3,troubl
2,2,tell
9,8,record
2,2,stacktrac
27,19,limit
2,2,inet
4,3,rpc_address
13,10,sampl
93,82,problem
8,7,deadlock
15,11,bytebuff
2,2,impl
15,15,expect
3,3,followup
7,7,featur
112,93,creat
3,3,int
2,2,reconcili
2,2,abstract
4,3,arraybackedsortedcolumn
4,2,decoratedkey
4,4,leveledcompact
5,4,descriptor
26,21,replica
35,31,exist
103,67,file
4,4,proport
38,33,check
8,6,fill
2,2,phantom
2,2,stress.java
2,2,relat
7,5,encrypt
4,4,titl
3,2,boot
17,16,detail
12,8,invalid
6,5,field
30,21,valid
2,2,futur
8,8,branch
106,96,test
5,5,hundr
512,278,node
5,4,variabl
6,6,stat
17,13,repeat
16,11,scrub
2,2,gigabyt
8,7,sequenc
2,2,flusher
16,15,stay
26,18,slice
28,16,snitch
7,5,pool
24,22,reduc
6,5,multithread
2,2,filestreamtask
19,14,directori
3,2,compactionmanag
3,2,cfrr
2,2,descript
2,2,flag
2,2,rule
9,8,supercolumn
13,11,ignor
2,2,compressionmetadata
116,97,time
3,3,push
18,11,decommiss
3,3,degrad
